Gene symbol	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
ABCB4	555.71	10.74	7.23	4.31	4.61	7.41	8.04	6.47	7.83	9.31	13.68	4.56	6.2	7.95	27.56	121.43	114.64	4.87	4.73	34.11	15.03	14.91
ABCB9	15.6	22.09	653.39	24.22	35.67	30.05	38.46	17.6	46.07	19.72	21.86	16.4	20.31	56.25	29.38	40.39	123.99	23.38	53.47	23.62	29.79	33.68
ACAP1	215.31	321.62	38.62	1055.61	1790.1	922.15	340.88	1107.8	1995.48	280.08	512.64	387.58	190.88	48.97	30.97	23.06	61.39	26.41	104.2	73.61	696.44	596.03
ACHE	15.12	16.65	22.12	13.43	27.19	18.44	13.44	14.81	24.65	33.66	16.65	13.44	16.38	13.69	1373.07	48.59	16.72	193.16	13.95	20.5	40.41	22.77
ACP5	605.9	1935.2	1120.1	306.31	744.66	557.82	248.55	711.95	958.92	493.97	340.82	239.28	512.93	13644.17	1062.48	7633.96	13825.05	3989.87	263.5	323.38	860.56	307.14
ADAM28	1943.74	1148.12	324.78	22.69	40.06	21.23	15.21	24.28	74.77	24.37	193.61	94.41	58.31	54.97	274.64	360.68	37.29	53.22	137.85	116.88	546.01	128.69
ADAMDEC1	371.03	318.48	127.97	44.62	80.96	47.43	30.55	68.74	156.71	231.83	68.28	48.4	106.3	4464.26	8524.02	5004.97	164.84	1784.61	730.19	1569.76	175.17	185.51
ADAMTS3	146.2	106.05	74.34	42.39	79.24	57.39	53.41	35.41	76.28	65.27	31.44	50.82	54.8	45.56	32.34	33.35	48.7	44.23	650.18	406.23	100.74	124.36
ADRB2	486.34	510.08	289.8	899.65	77.15	595.21	142.83	97.17	217.06	2378.45	1957.54	2360.47	664.88	143.02	787.62	363.19	175.63	82.91	4628.68	2887.87	1969.03	735.66
AIF1	24.07	20.32	21.97	742.82	718.61	35.17	39.51	19.08	29.37	1086.96	105.73	23.17	8655.68	1841.27	1611.23	11610.29	3285.64	26.92	1851.12	1672.63	51.18	6260.64
AIM2	327.96	4538.99	1429.67	294.48	57.08	250.3	3311.98	1115.68	315.65	407.59	87.23	134.5	536.11	181.96	2965.89	148.28	176.96	907.04	93.47	62.13	117.51	794.21
ALOX15	12.23	13.75	9.07	9.77	18.56	12.01	5.24	13.15	22.38	14.45	30.18	9.78	9.8	6.62	5.41	430.34	2907.33	30.34	11.14	10.65	355.25	30.07
ALOX5	1799.68	2425.68	190.33	78.68	74.93	132.01	59.09	35	143.01	441.56	157.04	122	1979.3	788.54	83.3	248.37	118.48	73.11	641.14	590.93	1460.76	2917.27
AMPD1	263.75	217.76	3012.77	66.11	68.66	85.32	68.46	53.96	79.26	114.05	59.14	60.68	98.23	76.54	62.4	59.95	89.21	60.64	56.21	75.44	118.5	173.78
ANGPT4	23.12	21.31	230.68	44.68	22.06	44.48	99.59	101.45	29.47	29.26	9.38	26.18	16.92	39.33	21.22	11.81	17.89	12.02	33.41	31.33	14.81	34.72
ANKRD55	284.41	218.92	117.2	141.7	1853.34	436.42	79.77	1077.33	123.88	176.24	83.39	88.46	126.11	123.6	96.2	48.55	108.03	133.56	153.23	104.3	1068.3	415.24
APOBEC3A	102.43	89.6	99.59	64.36	107.24	52.74	57.78	71.38	36.39	723.14	253.31	132.22	2415.2	85.24	4501.14	148.8	107.91	2637.28	71.92	33.35	1137.48	5584.33
APOBEC3G	1283.45	1135.29	2034.56	2090.85	336.65	2340.67	1540.77	386.05	979.72	5415.05	6314.77	8895.3	865.74	278.77	1036.99	258.3	203.45	1393.36	627.13	327.19	306.31	464.44
APOL3	222.63	530.4	754.87	1209.12	950.79	1615.03	1119.49	351.13	993.46	1173.27	1172.69	1002.84	1000.83	238.6	11009.29	437.53	219.6	861.46	264.68	98.22	107.81	106.42
APOL6	17.31	11.61	7.83	8.45	11.96	8.44	57.52	7.18	13.37	9.72	12.86	370.4	11.82	13.11	967.65	7.78	9.14	159.53	23.13	8.2	5.95	19.07
AQP9	21.34	15.11	15.66	13.68	14.19	14.89	13.12	18.67	64.26	188.87	93.47	12.58	2044.03	4583.5	4309.34	399.47	1132.65	1454.9	576.55	1876.27	128.82	13705.69
ARHGAP22	34.64	48.31	23.83	45.01	71.86	22.63	15.45	25.41	32.57	12.49	82.43	27.4	54.81	175.46	351.59	272.99	319.77	2985.73	46.75	52.55	81.64	20.41
ARRB1	15.93	15.2	18.99	19.09	18.71	25.18	23.06	18.44	7.9	15.11	57.4	138.99	440.24	333.4	946.01	395.56	43.11	32.66	44.47	31.29	26.07	32.75
ASGR1	40.87	42.5	42.61	12.19	10.83	13.27	8.2	5.12	19.56	304.79	10.82	15.25	976.71	108.72	25.24	155.49	76.18	33.72	55.02	65.88	40.39	75.07
ASGR2	30.26	33.91	33.91	29.78	36.87	41.82	34.46	31.38	113.23	167.1	29.55	29.87	1484.96	36.12	26.37	760.73	48.76	23.5	23.99	20.53	51.18	49.9
ATHL1	367.96	535.78	782.07	806.1	5333.94	794.95	231.18	1765.55	250.52	216.98	570.55	277.08	183.28	52.26	167.5	132.63	31.12	26.36	72.35	60.49	329.5	1241.01
ATP8B4	123.61	86.81	83.73	69.79	59.89	51.01	77.35	29.05	58.63	106.47	612.76	1035.86	219.34	106.07	33.35	1163.25	641.21	109.36	1798.04	2105.05	386.19	95.7
ATXN8OS	19.03	17.58	131.45	12.11	11.61	12.66	12.99	12.42	16.78	24.89	10.35	9.4	10.42	11	13.34	11.4	10.35	12.37	22.21	8.57	19.44	15.56
AZU1	26.08	37.32	54.51	75.49	10	45.14	20.3	12.1	11.81	32.59	411.65	118.87	96.5	51.6	163.9	315.83	63.67	58.98	600	1034.59	114.3	82.37
BACH2	4442.15	1237.16	145.92	716.58	1423.66	449.18	442.48	245.06	444.69	597.15	478.1	511.12	52.11	60.73	78.33	56.28	58.86	82.81	78.95	68.3	187.93	132.76
BANK1	7633.96	9177.36	108.77	27.09	39.56	35.51	4.93	18.99	33.47	55.76	33	37.19	86.59	7.01	16.02	29.19	49.23	19.41	79.82	92.54	993.03	39.19
BARX2	16.26	22.63	15.03	14.68	13.9	10.9	17.9	19.74	400.09	134.59	19.02	26.1	18.16	17.14	15.57	28.07	22.65	21.76	48.18	26.33	65.61	61.56
BCL11B	166.58	133.71	149.82	4183.74	7177.23	4962.94	842.21	3186.54	2748.11	2581.69	818.21	512.28	88.03	78.01	68.04	51.08	95.82	76.46	53.86	52.16	306.99	166.89
BCL2A1	112.64	314.02	76.39	575.04	452.91	755.86	1206.51	698.65	171.06	431.97	539.96	526.58	2261.39	5560.46	7038.54	195.96	135.59	5551.25	869.15	3291.23	13257.93	8790.33
BCL7A	1097.31	437.91	201.81	119.27	118.18	78.52	52.26	70.54	182.58	53.79	31.5	60.23	53.34	55.8	131.35	185.74	281.32	211.8	156.32	190.53	79.75	121.29
BEND5	571.2	267.74	197.85	159.68	219.57	64.98	51.47	54.25	28.02	56.18	74.64	37.22	57.98	67.05	57.11	51.61	66.09	79.34	54.24	63.18	82.17	102.16
BFSP1	8.62	12.09	9.83	19.66	130.38	8.91	12.09	59.33	14.53	111.39	34.61	19.45	21.38	15.68	36.95	30.8	19.4	12.2	34.02	49.68	13.22	19.09
BHLHE41	227.28	379.25	981.11	45.27	17.68	26.71	66.18	22.22	114.52	88.63	51.53	51.59	42.85	5455.34	143.87	325.13	328.12	552.05	257.35	252.5	54.16	77.68
BIRC3	1762.32	1072.24	363.82	370.93	677.98	1121.42	2888.71	402.56	2449.37	238.92	283.69	1173.96	159.95	230.77	1971.11	237.5	442.73	10553.58	71.26	1951.56	1582.23	132.85
BLK	1788.42	3284.24	42.04	136.39	68	19.17	10.42	89.86	9.58	20.71	10.06	12.26	34.13	15.52	11.82	14.42	15.29	16.74	10.56	8.16	38.7	9.86
BMP2K	282.31	216.43	104.85	117.77	109.31	42.07	146.68	224.31	77.32	118.82	107.04	117.2	350.59	323.59	655.43	971.8	427.68	620.46	2822.78	2472.96	900.24	588.9
BPI	10.47	14.03	15.25	64.14	41.3	12.51	6.38	15.2	10.78	19.44	837.2	166.06	280	15.02	16.53	25.96	13.48	14.91	973.6	829.76	390.59	60.8
BRAF	2571.8	974.31	492.07	178.69	101.03	155.55	178.35	102.13	593.32	441.03	298.72	257.18	264.88	312.93	369.77	191.01	230.09	360.06	153.48	301.84	925.52	721.28
BRSK2	10.45	4.46	34.32	10.46	7.92	16.19	40.5	54.73	14.76	61.62	18.27	17.22	11.76	9.85	10.53	8.89	7.5	28.81	46.24	15.48	8.25	11.86
BST1	65.22	67.59	33.77	68.86	129.37	67.7	71.82	62.29	44.3	322.46	151.41	86.14	1567.22	390.54	73.77	209.46	154.28	113.98	427.5	444.17	10.16	1750.23
BTNL8	15.22	13.27	9.87	13.5	23.17	17.47	21.22	16.64	35.15	44.09	11.55	13.72	20.11	25.72	18.64	10.71	16.44	18.98	13.13	16.68	99.58	1062.58
C11orf80	531.85	393.77	2192.71	162.58	91.49	158.51	138.99	136.96	92.03	149.35	100.49	141.01	85.67	99.33	34.49	88.34	103.76	141.87	147.6	142.9	157.07	101.66
C1orf54	41.71	44.31	113.1	244.03	292.56	288.26	109.84	87.2	51.32	125.68	162.66	73.11	395.02	1418	1157.75	2036.48	4773.9	1134.91	277.28	305.21	422.55	49.31
C3AR1	131.1	97.68	235.87	218.07	100.57	198.34	109.09	110.4	521.3	667.74	753.72	473.17	1337.37	799.64	4247.95	2754.46	879.09	259.28	4587.55	4865.33	9437.29	746.04
C5AR1	92.39	64.88	25.37	71.3	39.18	24.57	23.8	27.36	42.31	422.4	335.17	170.96	4237.56	4990	262.8	1920.67	1195.95	889.96	536.89	756.9	2647.73	12587.17
C5AR2	8.03	16.67	15.11	5.51	50.37	6.82	16.35	8.18	46.59	21.24	35.45	28.87	56.84	41.55	16.7	59.05	24.61	18.85	3.57	40.87	286.02	383.27
CA8	18	18.54	16.87	13.32	19.54	16.42	15.33	200.62	43.54	62.32	14.16	14.47	14.01	12.52	31.47	13.25	11.51	32.22	72.22	144.63	15.51	25.59
CAMP	32.25	29.67	52.13	76.15	148.57	101.74	32.63	121.34	33.09	40.19	1655.27	130.33	126.18	187.36	81.66	105.44	94.82	41.53	223.23	175.15	529.46	1507.37
CASP5	16.23	25.41	7.49	20.72	11.62	9.07	7.44	44.67	117.85	13.79	35.16	57.15	120.18	50.41	518.08	31.73	21.43	52.52	9.13	70.37	59.2	483.5
CCDC102B	7.52	6.17	6.18	17.72	9.25	13.31	1.76	6.13	5.82	17.09	21.31	3.26	5.67	207.12	1.54	2.56	146.68	8.57	36.94	6.5	30.76	6.42
CCL1	9.15	10.42	10.06	10.78	22.58	9.67	15.97	12.62	9.1	11.25	11.53	29.61	11.12	12.31	13.39	10.21	10.5	366.17	7.26	1266.59	9.88	9.41
CCL13	195.35	171.43	101.36	120.95	41.66	118.4	66.05	12.71	75.51	72.34	95.02	96.67	87.09	166.93	182.28	6581.43	3717.5	5513.79	101.03	675.87	121.98	105.32
CCL14	70.02	58.92	153.55	71.06	31.21	91.77	77.61	33.09	152.04	152.99	67.54	72.99	105.07	166.02	1233.17	2459.1	283.01	172.67	98.3	149.32	119.01	248.32
CCL17	42.22	59	82.15	78.5	19.48	30.3	170.34	38.03	393.93	59.77	75.01	38.77	67.76	114.84	55.41	620.21	2541.41	6414.91	26.62	45.95	91.93	34.29
CCL18	19.94	21.69	56.61	35.32	24.35	12.83	81.2	31.28	20.57	109.49	39.14	79.51	40.68	2820.02	1252.53	12334.37	1697.96	1749.79	423.11	930.78	47.82	49.53
CCL19	78.52	139.74	258.1	77.62	36.87	60.93	89.78	48.99	34.99	21.18	109.92	146.46	115.55	114.37	32553.88	137.07	170.85	3048.87	38.05	19.15	152.8	117.26
CCL20	39.51	26.99	13.72	61.54	13.08	29.4	1562.14	188.68	12.37	18.13	18.44	20.32	18.85	11.31	724.61	12.8	14.52	1509.78	13.97	5473.44	31.13	22.44
CCL22	46.07	31.33	19.85	24.04	39.43	27.88	28.17	24.33	560.18	23.02	26.92	76.97	33.12	2604.47	464.97	880.2	4123.09	30950.33	24.52	113.92	94.52	59.93
CCL23	19.74	16.59	53.41	15.32	19.7	27.66	5.97	13.44	70.66	22.99	64.62	43.88	37.99	244.48	615.57	5505.22	321.78	377.54	662.7	545.13	534.2	58.69
CCL4	1661.46	817.48	307.81	2564.29	270.87	442.48	11191.41	356.47	481.28	8310.15	11202.81	38944.02	3000.89	1968.54	11885.11	3139.01	2072.16	4282.93	1133.5	35339.69	6568.92	2680.05
CCL5	19.57	88.24	30.33	11434.95	189.49	3143.97	1850.01	69.76	171	19080.91	17238.66	11744.54	102.84	100.23	16862.17	250.75	59.29	6507.21	46.19	660.09	300.44	133.36
CCL7	80.55	45.95	58.11	54.3	48.24	38.51	22.96	53.35	55.47	74.5	33.54	21.33	36.21	651.36	241.07	85.75	24.24	72.95	137.74	956.44	108.07	97.34
CCL8	229.34	97.03	105.74	35.05	31.43	64.22	82.99	40.64	77.9	105.87	49.62	49.05	126.77	152.32	4535.52	2829.09	85.44	1523.49	59.52	1333.11	24.19	94.61
CCND2	299.04	447.61	677.71	682.21	363.7	1162.57	2369.16	460.63	1118.95	330.8	1065.42	6016.73	196.78	378.81	81.43	108.19	428.17	308.39	337.1	466.69	449.45	314.07
CCR10	52.99	92.32	773.82	130.74	64.3	282.92	67.6	100.73	54.44	50.76	81.82	50.06	68.91	63.13	57.58	73.73	54.79	76.24	50.87	73.11	139.36	97.54
CCR2	420.04	360.02	1710.33	312.62	64.95	756.55	297.14	95.48	258.9	1151.15	92.12	97.01	2908.73	122.77	80.96	74.52	115.75	117.14	115.01	63.83	213.99	243.23
CCR3	135.02	31.15	52.48	51.22	12.08	88.58	53.99	20.48	260.97	37.5	128.2	81.08	83.4	79.25	59.89	39.09	83.69	66.1	33.18	72.43	6575.5	1435.21
CCR5	98.76	93.01	46.82	992.04	75.4	462.15	423.4	530.49	503.02	2444.18	578.48	1425.77	489.99	2191.94	1493.35	787.3	1515.6	624.57	149.37	260.55	130.09	85.86
CCR6	327.5	331.08	40.64	173.09	69.04	486.34	155.67	151.09	101.99	262.86	46.44	122.94	29.59	17.97	25.59	29.92	30.03	42.19	27.62	31.7	34.98	45.63
CCR7	3811.33	1939.05	202.93	5074.2	8788.6	2693.56	2885.12	1858.53	6339.95	490.81	672.47	482.44	165.24	328.19	17366.91	123.75	290.53	14223.16	66.66	81.25	647.96	376.16
CD160	446.13	281.83	129.56	1145.35	114.97	125.32	159.18	73.66	249.12	3283.21	2499.53	688.5	93.86	89.41	68	36.95	71.96	78.86	64.1	95.58	170.01	231.94
CD180	1502.17	2247.89	1123.32	78.78	23.15	37.96	83.1	48.86	179.22	131.4	37.05	30.95	576.45	201.36	120.08	2787.64	108.51	93.27	64.16	52.74	108.19	110.54
CD19	7315.69	5295.94	1743.47	132.24	128.2	55.61	93.43	148.86	217.55	147.79	90.49	98.4	164.9	98.84	106.44	146.62	123	161.33	121.14	130.64	393.17	257.9
CD1A	1294.17	818.78	504	208.39	135.37	191.41	139.72	156.48	511.82	265.3	152.54	145.92	312.02	224.99	160.95	156.94	14772.23	1315.23	110.82	174.71	260.61	419.79
CD1B	1351.16	338.33	343.69	55.68	22.29	192.55	45.5	21.53	52.94	252.42	152.91	109.58	198.28	165.95	76.08	132.22	15969.53	2349.6	124.04	158.89	118.1	356.88
CD1C	1349.23	2899.13	31.3	44.14	77.23	204.51	33.58	40.92	16.85	50.88	36.32	30.68	526.83	29.85	22.86	167.5	9523.26	1002.72	32.85	34.93	24.64	258.21
CD1D	243.57	416.3	201.53	16.92	30.2	10.79	6.36	48.62	52.42	288.63	16.25	17.38	2785.25	49.36	373.06	39.51	90.83	51.31	69.98	23.92	51.54	136.92
CD1E	53.25	49.96	49.27	52.56	80.74	55.88	33.11	61.99	75.83	32.87	53.71	34.08	91.11	48.57	40.48	112.61	8828.21	1421.61	49.95	51.77	49.64	41.45
CD2	419.44	409.58	377.87	8182.95	8002.72	9578.94	7866.43	14057.43	11226.7	5897.39	6247.91	3097.47	222.36	149.91	112.61	188.19	187.61	146.97	332.62	138.59	614.91	576.83
CD209	68.81	26.73	23.37	21.61	99.59	16.53	21.61	24.14	154.82	116.69	42.6	31.87	84.17	315.22	190.95	2758.3	2461.15	228.39	66.98	173.32	91.62	130.88
CD22	3293.63	1803.15	19.03	37.47	53.38	54.37	40.7	45.41	127.57	80.61	41.94	32.52	31.15	153.7	62.36	221.73	154.82	36.8	287.73	205.92	104.76	72.32
CD244	59.71	38.51	28.83	623.69	174.44	69.11	23.26	123.38	85.18	1115.51	1823.54	1702.77	828.43	22.32	46.76	96.28	23.85	18.39	105.3	38.34	2465.48	51.87
CD247	23.67	53.69	65.55	5508.53	7038.54	5318.71	2156.37	5302.66	9743.99	9129.43	16099.48	15108.27	35.27	23.93	26.93	81.84	43.68	32.49	128.47	105.41	459.13	59.84
CD27	388.82	4138.59	7350.59	5506.31	4042.38	4188.18	1125.96	5710.98	6979.73	2288.25	196.47	127.33	136.41	90.85	137.44	136.44	125.16	111.99	123.91	89.47	468.5	300.1
CD28	170.65	183.93	145.76	527.4	463	961.77	2294.87	1326.71	1614.2	524.15	77.96	71.78	79.15	62.23	64.48	207.26	87.37	66.04	62.43	75.17	89.18	177.54
CD300A	30.7	77.95	103.71	738.03	193.3	414.37	54.41	46.82	84.1	2268.61	5340.89	4668.36	2187.81	691.3	211.1	1737.24	59.49	26.19	777.73	1075.46	2406.93	4130.86
CD33	25.37	16.72	29.48	21.34	17.84	11.69	10.49	16.01	55.45	146.46	13.33	14.2	1494.4	388.04	241.85	562.12	731.7	15.48	811.35	870.84	36.39	36.74
CD37	13247.62	11610.29	802.22	4472.43	2997.96	4287.54	865.42	3602.32	4831.81	1823.24	2090.5	1604.57	4508.11	1453.5	340.02	2337.8	408.06	99.31	783.71	1104.72	1908.23	3204.57
CD38	588.26	659.95	12117.95	318.88	296.3	205.31	492.63	1145.36	696.51	224.01	1418.27	867.22	237.7	90.85	12009.36	642.61	65.78	3371.63	814.67	1366.95	298.7	400.49
CD3D	103.22	174.4	88.38	14396.86	14916.8	12009.36	7456.75	18921.48	12721.07	11894.35	250.87	243.85	79.18	74.31	26.01	12.22	106.2	132.55	40.78	13.21	795.03	251
CD3E	1233.17	756.8	1163.25	5787.18	3554.44	6370.19	2850.8	2993.59	5302.45	1748.88	461.71	342.12	225.28	188.38	172.54	175.32	195.45	276.21	144.4	129.59	425.86	809.11
CD3G	55.98	87.61	31.36	3348.56	2859.41	3066.25	1149.98	2416.24	1298.02	1121.52	252.92	117.44	31.97	31.47	22.58	15.49	29.84	38.22	19.63	17.9	114.99	160.09
CD4	138.46	118.35	351.02	164.95	2495.27	3710.38	1725.41	4363.02	5524.68	399.54	81.08	75.97	3343.91	552.31	1574.34	10105.35	1340.75	701.1	213.87	287.78	163.64	364.56
CD40	1493.35	1328.27	838.39	203.06	119.81	168.96	169.31	129.51	338.66	269.4	164.16	204.81	298.57	1146.59	12966.61	643.64	1598.41	4943.3	111.7	416.06	204.06	275.59
CD40LG	65.37	51.83	34.66	186.49	464.18	852.17	660.74	809.45	31.05	449.77	29.3	52.26	24.75	29.86	26.39	32.07	20.16	16.89	15.73	21.43	36.43	51.3
CD5	482.77	212.2	459.33	947.66	1101.08	1734.37	918.97	1464.69	3513.78	508.25	283.26	201.67	312.93	259.24	285.09	188.26	270.57	259.62	182.07	219.53	296.94	223.73
CD6	75.86	91.35	295.07	1720.14	738.23	3148.85	2732	1835.58	2092.36	342.4	623.8	348.42	90.97	94.72	137.13	88.93	96.81	90.2	41.96	41.72	329.73	155.63
CD68	3.29	8.41	9.18	51.11	21.16	15.77	30.91	26.97	23.84	97.23	93.83	13.92	806.3	1705.46	748.6	2770.91	1137.83	687.76	172.45	226.11	45.6	36.2
CD69	8246.96	5037.06	131.15	3798.41	4397.04	5489.2	1071.89	6081.16	539.39	4572.32	1781.27	5471.7	66.1	31.65	59.02	28.81	39.31	69.46	440.4	1484.63	6363.15	436.42
CD7	15.63	17.28	18.02	2234.71	2032.4	1507.77	1271.83	2132.54	7917.98	415.83	1666.68	2106.84	20.48	16.01	13.37	80.62	27.07	22.01	12.17	20.05	48.57	25.19
CD70	294.66	647.92	528.13	247.62	116.55	266.3	388.27	214.24	1999.95	301.43	226.64	186.47	189.66	162.09	365.35	116.84	163.52	705.6	205.99	115.09	280.44	309.34
CD72	1434	194.06	8.36	18.81	43.05	8.2	15.73	10.23	37.65	11.48	67.34	21.03	9.1	9.48	9.59	123.95	24.27	8.06	6.67	15.55	13.38	9.27
CD79A	12117.95	9835.92	3860.54	425.45	183.38	161.6	97.85	437.05	424.12	196.77	149.49	139.2	174.97	124.57	108.82	63.58	138.91	189.64	61.92	118.78	511.41	261.96
CD79B	5975.19	4719.84	900.57	229.23	284.13	341.39	192.02	425.11	863.47	277.81	364.26	254.48	158.8	68.05	64.08	79.32	61.6	72.15	38.5	61.72	209.74	232.56
CD80	131.26	345.17	367.15	73.53	102.09	92.39	195.42	109.71	392.75	196.6	163.19	139.26	148.43	350.48	3650.81	160.48	596.43	4526.24	120.79	177.19	109.74	132.64
CD86	354.74	599.86	309.42	108.89	35.15	95.48	90.3	29.58	176.42	341.35	110.14	87.77	1398.4	764.48	1444.5	2791.66	1729.21	4490.95	161.77	203.62	107.88	161.51
CD8A	564.48	348.11	44.21	9990.74	41.08	147.17	161.18	172.47	80.7	1127.95	959.6	1190.4	203.58	135.98	45.89	63.48	176.67	163.44	87.09	102.83	176.35	623.23
CD8B	21.53	18.56	22.19	3697.96	143.58	16.55	12.46	118.45	12.44	108.7	20.09	16.68	14.49	14.78	9.31	9.97	14.2	13.5	9.97	10.95	33.01	31.43
CD96	140.07	182.42	83.88	1718.97	1432.95	1571.92	253.74	473.01	2933.32	3005.01	1629.78	2127.77	35.7	37.23	64.3	32.95	50.26	56.79	103.37	42.59	433.03	90.84
CDA	7.45	8.28	18.84	10.07	9.68	14.73	10.16	10.55	11.58	167.18	98.14	8.15	1040.42	347	8.82	28.81	343.41	36.04	88.05	82.12	346.48	3592.43
CDC25A	14.44	13.22	18.5	9.9	13.45	9.04	226.96	31.43	29.62	25.28	13.27	142.29	14.75	18.97	22.04	14.74	14.8	12.77	27.84	74.24	14.87	17.78
CDH12	10.63	18.15	6.99	7.91	7.29	8.59	20.54	9.73	130.56	197.45	27.08	9.73	9.44	12.71	12.52	9.09	33.17	23.21	84.74	38.35	62.33	24.73
CDHR1	15.7	21.36	8.22	32.7	86.84	12.73	27.5	22.14	7.93	130.62	237.1	29.5	10.5	9.75	9.29	23.85	6.79	8.71	19.22	11.06	8.51	27.6
CDK6	30.7	23.05	15.94	65.14	25.78	99.99	45.35	24.22	69.54	24.46	27.06	289.58	21.07	23.5	16.71	12.83	75.85	67.41	47.97	14.11	64.39	19.41
CEACAM3	68.46	61.8	104.89	69.09	59.64	55.45	46.7	65.12	133.4	120.64	189.91	109.58	242.1	156.08	123.61	113.84	147.5	210.18	186.29	166.52	132.06	2096.53
CEACAM8	77.92	86.89	22.74	143.83	7.29	73.73	35.29	4.77	39.36	15.78	956.07	162.1	6.65	5.09	14.11	11.66	14.19	19.05	2385.03	1835.21	235.27	149.87
CEMP1	28.85	26.06	5.78	9.52	44.88	8.25	8.75	66.93	210.08	135.66	24.79	47.38	12.42	13.43	19.11	44.65	6.05	7.79	11.22	40.31	54.49	30.29
CFP	4.57	4.65	5.38	14.39	371.83	50.46	5.78	13.95	47.26	471.13	33.99	6.98	3702.5	27.13	219.19	1971.11	7.55	451.25	47.83	214.91	14.58	2060.18
CHI3L1	9.04	10.11	10.08	13.16	12.38	7.29	12.94	9.95	19.89	16.32	344.72	59.68	12.17	8959.87	3395.66	2050.82	89.88	473.92	477.05	636.79	89.33	3791.33
CHI3L2	574.73	445.13	320.51	362.88	662.91	312.19	166.18	4770.06	515.35	404.14	322.04	170.22	200.99	181.81	1765.55	175.38	184.11	210.57	148.96	171.13	317.47	356.91
CHST15	375.06	380.45	2248.88	37.37	56.31	41.69	34.13	41.66	82.84	339.13	43.3	21.64	3334.89	1452.25	103.49	1051.69	317.75	99.79	1121.27	895.21	1106.19	4602.16
CHST7	15.3	17.08	105.35	26.29	70.2	367.4	234	401.84	78.75	56.03	29.83	23.04	291.06	314.65	350.89	421.23	193.25	3085.84	152.22	368.05	27.24	793.15
CLC	317.01	263.81	158.27	91.39	21.55	110.25	184.58	91.98	38.52	337.91	509.92	237.93	86.57	69.27	226.71	172.41	98.81	102.23	3917.55	3098.63	26617.24	4605.25
CLCA3P	17.21	25.26	11.95	10.28	11.32	2.31	0.97	4.37	10.45	25.68	4.29	1.76	2.69	2.02	0.25	9.03	2.31	0.76	5.99	5.42	18.89	6.91
CLEC10A	110.25	95.49	67.39	80.05	56.97	77.31	36.93	66.47	123.35	154.09	56.09	61.7	481.43	159.6	69.4	5770.13	5129.99	145.48	107.21	150.3	35.23	145.63
CLEC2D	1012.82	595.04	134.55	1510.85	1443.46	1711.87	1875.95	1689.6	2808.69	332.24	979.22	344.41	93.13	78.64	1465.74	187.99	66.49	2002.18	45.52	41.11	92.59	68.78
CLEC4A	270.68	105.22	19.48	43.67	94.87	20	35.57	67.39	75.55	326.22	66.2	39.07	2802.25	1137.94	51.68	6742.94	4209.63	558.99	321.22	548.58	234.91	2814.38
CLEC7A	148.86	142.01	58.64	86.04	106.67	89.98	50.52	936.38	94.17	628.34	143.15	89.37	6165.95	3760.31	283.2	3071.45	5359.77	1178.5	634.45	1330.09	159.53	5247.49
CLIC2	8.2	7.67	116.24	6.34	11.07	4.8	7.66	5.41	6.36	14.63	24.69	30.39	103.56	437.05	1393.38	2233.16	2244.05	5239.88	8.03	36.79	8.45	10.42
CMA1	77.96	68.11	75.64	25.23	42.1	46.64	76.32	29.75	40.09	77.4	57.33	53.02	58.77	46.37	65.76	64.12	44.78	53.12	1378.88	1622.2	164.68	48.26
COL8A2	135.22	73.45	23.49	60.53	79.43	61.77	55.34	62.18	122.18	76.6	88.03	68.46	275.87	1233.72	33.84	151.56	129.26	109.2	70.08	59.73	90	186.42
COLQ	28.85	27.4	23.55	152.77	66.85	135.33	36.19	48.33	163.75	410.26	406.57	351.02	33.83	24.84	86.18	128.16	31.6	20.19	51.67	36.89	27.51	40.46
CPA3	786.6	653.57	431.89	147.7	25.2	243.3	226.71	148.18	145.53	271.51	458.14	308.13	135.15	139.39	247.68	206.91	132.5	149.42	28290.31	22328.97	1091.42	522.6
CR2	1471.27	559.63	139.91	245.27	285.7	67.25	17.89	25.5	25.46	22.26	25.27	64.41	35.16	27.25	55.68	39.48	16.28	51.36	16.71	16.33	122.08	33.06
CREB5	30.97	24.56	32.02	12.41	43.4	7.37	10.98	9.56	9.37	15.69	13.04	14.42	360.91	22.86	11.76	59.22	227.55	257.45	23.96	23.34	15.16	1385.32
CRISP3	27.38	16.55	6.51	3.24	4.2	7.58	10.21	5.21	647.79	34.45	164.03	41.74	5.03	11.3	10.66	5.56	5.95	5.36	140.21	33.51	75.79	15.94
CRTAM	54.89	66.11	54.06	1443.48	308.56	114.06	661.28	42.15	47.77	829.67	261.16	652.86	212.04	761.03	38.22	85.71	128.64	153.96	15.55	106.16	78.33	83.96
CRYBB1	8.51	9.16	16.77	8.79	20.23	10.64	8.28	10.18	10.55	7.62	9.4	7.97	9.4	9.71	12.13	166.96	9.02	8.8	38.38	16.79	9.5	9.88
